,fecha de nacimiento,clicks_en_web,puntaje,cantidad_mensajes,ingreso_estimado,categoria,cliente
58,1990-11-21 12:27:39.148023,33.89087862396089,2350.456656187089,87.31355812638073,2252.8181644116885,Categoria D,Sí
59,1960-11-28 12:27:39.148023,9.890878623960887,1670.587079746453,92.74517668025723,1559.073698655937,Categoria D,Sí
60,1969-11-26 12:27:39.148023,9.890878623960887,2055.9633224296595,86.55079104448097,1952.314762618393,Categoria D,Sí
61,2004-11-17 12:27:39.148023,9.890878623960887,340.4990165329478,92.80893676918917,201.840981091136,Categoria D,Sí
62,1979-11-24 12:27:39.148023,38.10912137603911,155.53143524233843,83.73707435911092,13.098551202759094,Categoria D,Sí
63,2003-11-18 12:27:39.148023,26.109121376039113,305.763411367568,65.47434795336646,166.39648602442193,Categoria D,Sí
64,1974-11-25 12:27:39.148023,74.10912137603911,1169.3363432169738,33.66203982347203,1047.5933552585095,Categoria D,No
65,1992-11-20 12:27:39.148023,21.890878623960887,151.49067021833363,91.96438127583477,8.975321586427675,Categoria D,Sí
66,1954-11-30 12:27:39.148023,9.890878623960887,684.2432242958876,47.58346837368779,552.6003767676052,Categoria D,No
67,1992-11-20 12:27:39.148023,45.89087862396089,154.58847884134667,51.58651930066243,12.136350793583832,Categoria D,No
68,1975-11-25 12:27:39.148023,9.890878623960887,374.14522249748626,61.78189364481597,236.17384432025688,Categoria D,No
69,1970-11-26 12:27:39.148023,2.1091213760391128,412.7731707364983,37.79882843068447,275.59011803353445,Categoria D,No
70,1956-11-29 12:27:39.148023,45.89087862396089,251.63476149387293,114.58181124355073,111.16316982677388,Categoria D,Sí
71,1957-11-29 12:27:39.148023,33.89087862396089,1336.460912074799,52.54715536693784,1218.128629603229,Categoria D,No
72,1973-11-25 12:27:39.148023,33.89087862396089,1753.1259646144522,122.78801369086601,1643.2970505620588,Categoria D,Sí
73,2002-11-18 12:27:39.148023,2.1091213760391128,1191.637758555661,75.30348359292695,1070.349901522476,Categoria D,Sí
74,1986-11-22 12:27:39.148023,2.1091213760391128,1919.0519607330675,108.04683282355099,1812.6092914994215,Categoria D,Sí
75,1962-11-28 12:27:39.148023,2.1091213760391128,627.0909783884641,53.29522442169536,494.2817584947241,Categoria D,No
76,1957-11-29 12:27:39.148023,26.109121376039113,1313.4170979022094,82.58405701636237,1194.61453350875,Categoria D,Sí
77,1971-11-26 12:27:39.148023,38.10912137603911,1013.0707917416266,70.08149279376958,888.1387108959103,Categoria D,No
78,1988-11-21 12:27:39.148023,9.890878623960887,1393.338006862089,93.76894935745254,1276.1664814269943,Categoria D,Sí
79,1998-11-19 12:27:39.148023,14.109121376039113,1386.1668573949476,101.12330684459491,1268.8489819707274,Categoria D,Sí
80,1985-11-22 12:27:39.148023,9.890878623960887,1978.2368973051312,76.69700318433287,1873.0020839198944,Categoria D,Sí
81,1962-11-28 12:27:39.148023,62.10912137603911,484.5464163285629,46.52415487084556,348.8281237397228,Categoria D,No
82,1965-11-27 12:27:39.148023,21.890878623960887,842.0256903604502,83.06574349110562,713.6028931600159,Categoria D,No
83,1955-11-30 12:27:39.148023,38.10912137603911,230.6872940761197,69.27512627445552,89.78820307396447,Categoria D,Sí
84,1975-11-25 12:27:39.148023,2.1091213760391128,495.7706380949413,52.03539700404613,360.2814112564355,Categoria D,No
85,1984-11-22 12:27:39.148023,26.109121376039113,849.9074773251791,137.91778352061166,721.6455329199434,Categoria D,Sí
86,1987-11-22 12:27:39.148023,21.890878623960887,470.9346987300585,123.57559142319302,334.93861598614694,Categoria D,Sí
87,1978-11-24 12:27:39.148023,38.10912137603911,160.9770051821783,69.09890561909012,18.655255223003856,Categoria D,No
88,1975-11-25 12:27:39.148023,33.89087862396089,3482.1926067495046,45.915445683258916,3407.650767026398,Categoria D,No
89,1971-11-26 12:27:39.148023,45.89087862396089,2236.1800935035267,61.045544214720486,2136.209426979482,Categoria D,No
90,1955-11-30 12:27:39.148023,9.890878623960887,546.0021047753523,49.33884774046796,411.5380099099162,Categoria D,No
91,1960-11-28 12:27:39.148023,9.890878623960887,237.2274609018088,45.77501283174565,96.46184269201456,Categoria D,No
92,1966-11-27 12:27:39.148023,9.890878623960887,646.1527363340673,47.483436410536044,513.7325319086049,Categoria D,No
93,1984-11-22 12:27:39.148023,9.890878623960887,234.02281137970482,44.13097354819999,93.1917921592554,Categoria D,No
94,1999-11-19 12:27:39.148023,14.109121376039113,532.369987196555,107.12732794348804,397.6276858499189,Categoria D,Sí
95,1977-11-24 12:27:39.148023,9.890878623960887,1498.2739392417643,36.69805587675505,1383.243963447071,Categoria D,No
96,1977-11-24 12:27:39.148023,86.10912137603911,480.37669403753273,100.21000041441641,344.5733050754063,Categoria D,Sí
97,1986-11-22 12:27:39.148023,45.89087862396089,1225.0272910997815,135.7174098781167,1104.420853098109,Categoria D,Sí
98,1963-11-28 12:27:39.148023,14.109121376039113,1330.2831675348436,52.93774310765753,1211.8248086440908,Categoria D,No
99,1973-11-25 12:27:39.148023,21.890878623960887,295.30126680907233,108.03978726889403,155.72082831167126,Categoria D,Sí
100,1983-11-23 12:27:39.148023,21.890878623960887,486.12430974432135,137.6630139411251,350.43821906192534,Categoria D,Sí
101,2005-11-17 12:27:39.148023,14.109121376039113,519.1990252148312,73.04481877715108,384.1879287257109,Categoria D,Sí
102,1964-11-27 12:27:39.148023,14.109121376039113,374.1372963094358,49.08967332142195,236.16575637326656,Categoria D,No
103,1990-11-21 12:27:39.148023,9.890878623960887,241.0597395765273,31.710233647040546,100.37233113560488,Categoria D,No
104,1969-11-26 12:27:39.148023,14.109121376039113,747.2084640004309,76.5375318977168,616.8506213640779,Categoria D,Sí
105,1985-11-22 12:27:39.148023,9.890878623960887,1846.8604366039456,68.11505704820246,1738.9444709595011,Categoria D,No
106,1992-11-20 12:27:39.148023,62.10912137603911,1184.5764579818215,91.72762038480505,1063.1444927736602,Categoria D,Sí
107,1984-11-22 12:27:39.148023,33.89087862396089,769.0448602085453,85.05090377118485,639.1326583111335,Categoria D,Sí
108,1998-11-19 12:27:39.148023,9.890878623960887,1272.1094286840444,138.4588405296077,1152.4638506330712,Categoria D,Sí
109,1961-11-28 12:27:39.148023,38.10912137603911,1255.79220896403,129.6102958286885,1135.8136264289749,Categoria D,Sí
110,1956-11-29 12:27:39.148023,2.1091213760391128,990.7240776217523,137.3511792085314,865.3359413858345,Categoria D,Sí
111,1997-11-19 12:27:39.148023,21.890878623960887,403.96749812903704,57.05081101494469,266.6047378218393,Categoria D,No
112,2001-11-18 12:27:39.148023,2.1091213760391128,419.40858342268166,55.5147354680092,282.36094730515015,Categoria D,No
113,1971-11-26 12:27:39.148023,14.109121376039113,236.81493004734705,138.20129906198068,96.040892840523,Categoria D,Sí
114,1956-11-29 12:27:39.148023,9.890878623960887,1271.8272146175773,94.63993258097238,1152.17587709586,Categoria D,Sí
115,1972-11-25 12:27:39.148023,2.1091213760391128,3784.7935402960547,46.71698893277527,3716.4272298290007,Categoria D,No
116,1988-11-21 12:27:39.148023,21.890878623960887,379.5590552734642,39.08967022623287,241.698163479418,Categoria D,No
117,1981-11-23 12:27:39.148023,14.109121376039113,283.72859485684126,48.731441270373864,143.91197938082317,Categoria D,No
118,1963-11-28 12:27:39.148023,2.1091213760391128,412.1383503336317,112.2815874069216,274.94234211224205,Categoria D,Sí
119,1955-11-30 12:27:39.148023,9.890878623960887,304.76976130604294,73.15170634005945,165.3825573902127,Categoria D,No
120,1981-11-23 12:27:39.148023,33.89087862396089,2738.044085576996,51.398265977676516,2648.315541340165,Categoria D,No
121,1983-11-23 12:27:39.148023,33.89087862396089,521.4334285656123,78.0119841883161,386.4679321448753,Categoria D,Sí
122,1994-11-20 12:27:39.148023,2.1091213760391128,518.0015263652732,49.54616635853728,382.9659911241211,Categoria D,No
123,1982-11-23 12:27:39.148023,26.109121376039113,638.3383682711125,49.46861660558519,505.7586869464061,Categoria D,No
124,2002-11-18 12:27:39.148023,50.10912137603911,2295.5525897484417,86.1086428053727,2196.793606821232,Categoria D,Sí
125,1969-11-26 12:27:39.148023,2.1091213760391128,4823.3671419632965,40.39894434055714,4776.196211122105,Categoria D,No
126,1925-12-07 12:27:39.148023,21.890878623960887,1083.4705373369845,42.16500736013524,959.9751859932144,Categoria D,No
127,2005-11-17 12:27:39.148023,9.890878623960887,1584.0603036313612,51.0751903166543,1470.781069967068,Categoria D,No
128,2000-11-18 12:27:39.148023,38.10912137603911,174.51373474093634,113.44589514024871,32.468244568675345,Categoria D,Sí
129,1966-11-27 12:27:39.148023,57.89087862396089,1740.5431313364945,108.1492367248222,1630.4574247682244,Categoria D,Sí
130,1992-11-20 12:27:39.148023,2.1091213760391128,400.80838518740904,44.11186800466157,263.38115318752506,Categoria D,No
131,1982-11-23 12:27:39.148023,50.10912137603911,513.8891913246011,48.33846864392048,378.7697308785374,Categoria D,No
132,1964-11-27 12:27:39.148023,14.109121376039113,1706.7626437284864,86.51334678685248,1595.9875394539304,Categoria D,Sí
133,1978-11-24 12:27:39.148023,9.890878623960887,169.17021931648094,43.87361439631441,27.015677809026958,Categoria D,No
134,2005-11-17 12:27:39.148023,21.890878623960887,1099.3611420316413,46.18710130191705,976.190088742864,Categoria D,No
135,1998-11-19 12:27:39.148023,14.109121376039113,476.87095981589124,113.52866589893,340.9960252574048,Categoria D,Sí
136,1981-11-23 12:27:39.148023,21.890878623960887,2525.558630424329,111.53181633229882,2431.4936483272395,Categoria D,Sí
137,1973-11-25 12:27:39.148023,50.10912137603911,505.61702875847453,41.65192836465492,370.3287486682041,Categoria D,No
138,1955-11-30 12:27:39.148023,9.890878623960887,370.679488627567,62.35382392009477,232.6373811876862,Categoria D,No
139,1964-11-27 12:27:39.148023,2.1091213760391128,585.223184331639,47.56196202860878,451.559519661229,Categoria D,No
140,1977-11-24 12:27:39.148023,33.89087862396089,963.8964652695593,70.17484814588789,837.9608267407394,Categoria D,Sí
141,1906-12-12 12:27:39.148023,14.109121376039113,1133.3181702102609,108.78783402529073,1010.8401174965576,Categoria D,Sí
142,1980-11-23 12:27:39.148023,14.109121376039113,251.28995630095125,103.33346990745058,110.81132779318035,Categoria D,Sí
143,1997-11-19 12:27:39.148023,21.890878623960887,1550.1993266060322,32.63758195699849,1436.2290525942833,Categoria D,No
144,1970-11-26 12:27:39.148023,50.10912137603911,736.6634538931485,46.23215890892465,606.0904069688919,Categoria D,No
145,1987-11-22 12:27:39.148023,2.1091213760391128,318.12103456021896,40.90967673747909,179.00630560875965,Categoria D,No
146,1965-11-27 12:27:39.148023,26.109121376039113,848.9578161373163,81.74355549111684,720.676490891512,Categoria D,Sí
147,1967-11-27 12:27:39.148023,14.109121376039113,916.4554612756713,44.63667478801086,789.5516389918743,Categoria D,No
148,1964-11-27 12:27:39.148023,26.109121376039113,1196.8656990170525,73.68185178976958,1075.684534646345,Categoria D,Sí
149,2001-11-18 12:27:39.148023,38.10912137603911,1075.4729009610319,40.19540754437844,951.8143325483647,Categoria D,No
150,2005-11-17 12:27:39.148023,38.10912137603911,548.5421891910014,44.32232758479813,414.1299327830274,Categoria A,No
151,1986-11-22 12:27:39.148023,21.890878623960887,385.66715578573974,44.08840331077647,247.93091910418897,Categoria B,No
152,1966-11-27 12:27:39.148023,9.890878623960887,399.18454972024676,60.82591370470894,261.7241782210329,Categoria B,No
153,1975-11-25 12:27:39.148023,33.89087862396089,430.8901133673219,53.68003659280543,294.07679418743606,Categoria B,No
154,1998-11-19 12:27:39.148023,2.1091213760391128,498.71651787600024,98.03094951149136,363.2874110330263,Categoria A,Sí
155,1993-11-20 12:27:39.148023,50.10912137603911,526.2073937448014,86.73043427275785,391.33932518486415,Categoria B,Sí
156,1994-11-20 12:27:39.148023,21.890878623960887,404.77188571136725,122.53271844213015,267.4255414772783,Categoria A,Sí
157,1974-11-25 12:27:39.148023,9.890878623960887,433.19952849325637,55.61002888497637,296.433340234308,Categoria A,No
158,1965-11-27 12:27:39.148023,21.890878623960887,372.35619677599124,57.774339337937846,234.34830786975175,Categoria A,No
159,1991-11-21 12:27:39.148023,21.890878623960887,437.7937095695662,91.24359910511131,301.1212801080936,Categoria B,Sí
160,1955-11-30 12:27:39.148023,26.109121376039113,484.504887161254,61.41647945476102,348.7857470383872,Categoria B,No
161,2004-11-17 12:27:39.148023,9.890878623960887,428.9916488258634,138.59064107633972,292.13958547166214,Categoria A,Sí
162,1958-11-29 12:27:39.148023,2.1091213760391128,440.9665417755255,33.353019606110855,304.3588639917255,Categoria B,No
163,1989-11-21 12:27:39.148023,9.890878623960887,406.99349648051134,101.75102482770382,269.692491241711,Categoria A,Sí
164,1966-11-27 12:27:39.148023,26.109121376039113,373.59741803446406,49.57398071508963,235.61486017431585,Categoria A,No
165,1966-11-27 12:27:39.148023,50.10912137603911,412.9243453988812,116.88725952803094,275.7443778931089,Categoria A,Sí
166,1986-11-22 12:27:39.148023,21.890878623960887,421.12442418122595,61.15976528026742,284.11180522203205,Categoria A,No
167,1982-11-23 12:27:39.148023,9.890878623960887,357.6642893850055,69.10457806444776,219.356565634052,Categoria A,Sí
168,1954-11-30 12:27:39.148023,2.1091213760391128,529.366722989374,33.79725897577438,394.5631305364688,Categoria C,No
169,1984-11-22 12:27:39.148023,2.1091213760391128,478.302689225847,61.06191472851045,342.4569736349107,Categoria A,No
170,1981-11-23 12:27:39.148023,9.890878623960887,325.35995634165477,118.41717647561637,186.39296048777572,Categoria B,Sí
171,1966-11-27 12:27:39.148023,33.89087862396089,462.5976231728527,43.13780486078964,326.4313960298145,Categoria B,No
172,2001-11-18 12:27:39.148023,14.109121376039113,306.47724234999015,52.0462089341965,167.12488498607718,Categoria B,No
173,1982-11-23 12:27:39.148023,26.109121376039113,452.7521203299988,43.138981788386445,316.38496455751454,Categoria A,No
174,1959-11-29 12:27:39.148023,2.1091213760391128,465.86742289066024,34.077893716844024,329.7679263541079,Categoria B,No
175,1992-11-20 12:27:39.148023,21.890878623960887,377.6726422101124,50.34189767415725,239.77325219028356,Categoria B,No
176,1996-11-19 12:27:39.148023,21.890878623960887,451.6758254924372,83.93180671652317,315.2867045191864,Categoria A,Sí
177,1967-11-27 12:27:39.148023,14.109121376039113,485.80316133766036,55.97859877870269,350.1105166061488,Categoria A,No
178,1982-11-23 12:27:39.148023,2.1091213760391128,515.3020231978242,44.93923443921345,380.2113960552956,Categoria A,No
179,1997-11-19 12:27:39.148023,9.890878623960887,383.67668192493335,43.11553861279202,245.89982332785596,Categoria A,No
180,1964-11-27 12:27:39.148023,45.89087862396089,429.27172971523765,92.92012177493032,292.4253822975542,Categoria A,Sí
181,1977-11-24 12:27:39.148023,45.89087862396089,474.56556181779416,72.50097413163962,338.64357832057107,Categoria B,Sí
182,1964-11-27 12:27:39.148023,21.890878623960887,491.3782237505452,59.079040816376846,355.79935580297007,Categoria A,No
183,1998-11-19 12:27:39.148023,9.890878623960887,476.3511946980876,55.53193695551147,340.46565268821746,Categoria A,Sí
184,1993-11-20 12:27:39.148023,14.109121376039113,430.45499965427973,112.50462902054375,293.6328006026992,Categoria A,Sí
185,1997-11-19 12:27:39.148023,26.109121376039113,437.8371748050909,46.742236754149715,301.16563238924124,Categoria A,No
186,1966-11-27 12:27:39.148023,9.890878623960887,491.87763259362555,77.91233321143099,356.30895666325614,Categoria B,Sí
187,1997-11-19 12:27:39.148023,21.890878623960887,457.4825840649227,101.04330158521948,321.2119683686614,Categoria B,Sí
188,1955-11-30 12:27:39.148023,26.109121376039113,390.65845054628295,46.38327542645648,253.02407702311064,Categoria B,No
189,1987-11-22 12:27:39.148023,9.890878623960887,472.3389532911594,71.5371950783965,336.3715288035968,Categoria A,No
190,1982-11-23 12:27:39.148023,9.890878623960887,477.3317443637622,74.14286180553103,341.46621357155885,Categoria B,Sí
191,1980-11-23 12:27:39.148023,62.10912137603911,405.31737708726877,48.01280153691232,267.982165330239,Categoria B,No
192,1962-11-28 12:27:39.148023,45.89087862396089,436.6318529542979,65.75306877732204,299.93571213333,Categoria B,No
193,1982-11-23 12:27:39.148023,26.109121376039113,431.7216651267125,58.49115211470445,294.9253163908959,Categoria B,No
194,1955-11-30 12:27:39.148023,9.890878623960887,456.2486364541816,37.711048030651106,319.9528381536195,Categoria A,No
195,1999-11-19 12:27:39.148023,21.890878623960887,439.85935948134124,96.56907337555504,303.2290861405171,Categoria B,Sí
196,1955-11-30 12:27:39.148023,33.89087862396089,363.2479812583666,115.43581102427335,225.0542104027879,Categoria C,Sí
197,1975-11-25 12:27:39.148023,26.109121376039113,366.0199872247631,49.166737147533254,227.882787919519,Categoria A,No
198,1972-11-25 12:27:39.148023,2.1091213760391128,409.96377353280434,143.2647189856138,272.7233861930304,Categoria A,Sí
199,1987-11-22 12:27:39.148023,33.89087862396089,392.56566986730945,41.20903987733739,254.97021918742337,Categoria B,No
200,1969-11-26 12:27:39.148023,38.10912137603911,451.1409807213183,92.61636324115113,314.7409445486569,Categoria B,Sí
201,1981-11-23 12:27:39.148023,14.109121376039113,366.838330681039,95.21241644848148,228.71783226265765,Categoria A,Sí
202,1969-11-26 12:27:39.148023,38.10912137603911,419.3582876981756,36.11766501330138,282.30962513728684,Categoria A,No
203,1970-11-26 12:27:39.148023,2.1091213760391128,497.44992397139157,24.247973732307344,361.9949682732215,Categoria B,No
204,1912-12-10 12:27:39.148023,50.10912137603911,426.9481225789085,112.80263052195184,290.05435460742245,Categoria B,Sí
205,1963-11-28 12:27:39.148023,9.890878623960887,477.2883306337739,53.31092421488398,341.42191384708104,Categoria B,No
206,1984-11-22 12:27:39.148023,9.890878623960887,399.52606942291925,99.51347751202128,262.07266771355586,Categoria A,Sí
207,1965-11-27 12:27:39.148023,38.10912137603911,424.26018177134506,62.67130940620071,287.31155786501074,Categoria B,No
208,1982-11-23 12:27:39.148023,21.890878623960887,357.7180375032017,105.59849198086476,219.4114106526196,Categoria A,Sí
209,1988-11-21 12:27:39.148023,33.89087862396089,519.4000093260863,42.33690348052919,384.39301455352233,Categoria B,No
210,1980-11-23 12:27:39.148023,9.890878623960887,425.68530282631684,45.60416449520506,288.7657630231452,Categoria A,No
211,1972-11-25 12:27:39.148023,9.890878623960887,525.8165323718202,106.34436430382604,390.9404870491691,Categoria B,Sí
212,1966-11-27 12:27:39.148023,50.10912137603911,405.4459599740051,60.85797224705931,268.11337235752103,Categoria A,No
213,2005-11-17 12:27:39.148023,374.1091213760391,442.25315743963324,36.18899913917042,305.671737118366,Categoria A,No
214,1994-11-20 12:27:39.148023,62.10912137603911,431.35697563897094,81.11107488163499,294.55318426054737,Categoria B,Sí
215,2005-11-17 12:27:39.148023,62.10912137603911,433.666016872489,91.79900613594903,296.90934878454544,Categoria A,Sí
216,1996-11-19 12:27:39.148023,21.890878623960887,424.4383175088076,99.65959172277118,287.4933290256868,Categoria A,Sí
217,2004-11-17 12:27:39.148023,33.89087862396089,379.3551222846793,34.973496364902104,241.4900685929028,Categoria B,No
218,1961-11-28 12:27:39.148023,9.890878623960887,426.03891850254956,145.18617901381702,289.1265953458317,Categoria A,Sí
219,1998-11-19 12:27:39.148023,14.109121376039113,500.9172718679142,52.650406022393184,365.533078371714,Categoria A,No
220,1958-11-29 12:27:39.148023,38.10912137603911,447.24441419144256,61.29723358996994,310.76485625286534,Categoria A,No
221,2000-11-18 12:27:39.148023,33.89087862396089,352.8920916276452,53.49003562090175,214.4869760857252,Categoria A,No
222,1916-12-09 12:27:39.148023,38.10912137603911,493.00661335606344,49.74190238409146,357.46097784941725,Categoria A,No
223,1994-11-20 12:27:39.148023,2.1091213760391128,479.8598763445434,109.62962947546924,344.0459400825601,Categoria B,Sí
224,1955-11-30 12:27:39.148023,38.10912137603911,439.2847152536461,69.18405971110751,302.6427144796036,Categoria B,Sí
225,1996-11-19 12:27:39.148023,9.890878623960887,370.63966152098436,55.21494241311054,232.59674128301003,Categoria A,No
226,2000-11-18 12:27:39.148023,26.109121376039113,337.7654105815236,103.1301307593075,199.05158726315216,Categoria A,Sí
227,1954-11-30 12:27:39.148023,9.890878623960887,467.06525268639166,104.64362072400552,330.9902016558746,Categoria B,Sí
228,1960-11-28 12:27:39.148023,14.109121376039113,409.5405495967238,51.38071644445607,272.2915250337646,Categoria A,No
229,1993-11-20 12:27:39.148023,62.10912137603911,329.14820820389383,95.24156540527986,190.2585236125095,Categoria A,Sí
230,1989-11-21 12:27:39.148023,21.890878623960887,469.32147984094087,78.81460713163963,333.2924742625575,Categoria A,No
231,1958-11-29 12:27:39.148023,21.890878623960887,398.803353878057,44.06138084617312,261.3352028718597,Categoria A,No
232,1970-11-26 12:27:39.148023,14.109121376039113,447.417775786349,42.36884204654964,310.9417558395046,Categoria A,No
233,1985-11-22 12:27:39.148023,14.109121376039113,425.35848595526323,65.18482925779722,288.4322764200293,Categoria B,No
